order_item_id,order_id,item_id,supplier_id,quantity,fulfilled_quantity,fulfilled_date,customer_id,order_date,order_status,item_status,name,category,unit_price,item_failure_rate,item_restock_weight,name_supplier,category_supplier,supplier_failure_rate,supplier_fulfillment_weight,avg_quantity_on_hand,avg_backlog,stockouts,fulfilled_binary
141,44,12,7,3,3,03/08/2025,19,01/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
142,44,46,3,5,5,02/08/2025,19,01/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Miller-Torres,Medical,0.37,4.09,25.09309309,118.3723724,0,1
143,44,29,10,3,3,04/08/2025,19,01/08/2025,fulfilled,Fulfilled,Know,Electronics,46.81,0.44,5.01,Walker and Sons,Electronics,0.41,0.14,25.12412412,129.6886887,0,1
144,44,6,2,2,2,03/08/2025,19,01/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,"Moore, Bridges and Donaldson",Food,0.14,1.42,22.82382382,131.2392392,4,1
145,45,34,4,2,2,03/08/2025,102,01/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
146,45,27,7,1,1,02/08/2025,102,01/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,Bennett Ltd,Food,0.02,1.27,5.408408408,140.8808809,108,1
147,45,50,8,4,4,03/08/2025,102,01/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
148,45,37,10,2,2,03/08/2025,102,01/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walker and Sons,Electronics,0.41,0.14,13.28828829,115.2632633,11,1
149,46,9,1,5,5,02/08/2025,142,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Perez PLC,Clothing,0.32,0.25,24.56656657,141.5555556,2,1
150,46,41,2,5,5,02/08/2025,142,02/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,"Moore, Bridges and Donaldson",Food,0.14,1.42,14.86186186,133.2972973,25,1
151,46,20,4,2,2,02/08/2025,142,02/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Young PLC,Hardware,0.45,0.61,6.512512513,204.6266266,198,1
152,47,30,1,3,3,02/08/2025,107,02/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Perez PLC,Clothing,0.32,0.25,23.56556557,115.5995996,0,1
153,47,14,6,3,3,02/08/2025,107,02/08/2025,fulfilled,Fulfilled,Civil,Clothing,7.98,0.46,3.45,Austin Inc,Clothing,0.12,3.08,20.37237237,90.08608609,10,1
154,47,22,7,2,2,02/08/2025,107,02/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,Bennett Ltd,Food,0.02,1.27,21.5015015,124.4054054,6,1
155,47,39,10,5,5,02/08/2025,107,02/08/2025,fulfilled,Fulfilled,Own,Electronics,43.68,0.04,1.5,Walker and Sons,Electronics,0.41,0.14,10.68868869,115.7837838,40,1
156,48,8,3,1,1,03/08/2025,62,02/08/2025,fulfilled,Fulfilled,Occur,Medical,17.51,0.32,2.25,Miller-Torres,Medical,0.37,4.09,18.85585586,132.3273273,0,1
157,48,18,3,3,3,02/08/2025,62,02/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Miller-Torres,Medical,0.37,4.09,4.995995996,193.5415415,174,1
158,48,29,10,5,5,04/08/2025,62,02/08/2025,fulfilled,Fulfilled,Know,Electronics,46.81,0.44,5.01,Walker and Sons,Electronics,0.41,0.14,25.12412412,129.6886887,0,1
159,48,16,8,2,2,02/08/2025,62,02/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Carlson LLC,Medical,0.33,3.32,20.34234234,141.5995996,8,1
160,49,33,7,1,1,02/08/2025,41,02/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
161,49,30,1,4,4,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Perez PLC,Clothing,0.32,0.25,23.56556557,115.5995996,0,1
162,49,32,7,2,2,02/08/2025,41,02/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,Bennett Ltd,Food,0.02,1.27,20.10610611,109.3263263,5,1
163,49,20,4,5,5,02/08/2025,41,02/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Young PLC,Hardware,0.45,0.61,6.512512513,204.6266266,198,1
164,50,39,10,5,5,04/08/2025,73,02/08/2025,fulfilled,Fulfilled,Own,Electronics,43.68,0.04,1.5,Walker and Sons,Electronics,0.41,0.14,10.68868869,115.7837838,40,1
165,50,42,3,1,1,03/08/2025,73,02/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Miller-Torres,Medical,0.37,4.09,22.48048048,94.84084084,0,1
166,50,44,10,2,2,02/08/2025,73,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walker and Sons,Electronics,0.41,0.14,23.49049049,109.8748749,1,1
167,50,31,10,3,3,02/08/2025,73,02/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walker and Sons,Electronics,0.41,0.14,3.006006006,317.006006,369,1
168,51,33,7,4,4,02/08/2025,131,02/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
169,51,3,6,2,2,03/08/2025,131,02/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
170,51,9,1,3,3,05/08/2025,131,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Perez PLC,Clothing,0.32,0.25,24.56656657,141.5555556,2,1
171,51,46,8,2,2,02/08/2025,131,02/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Carlson LLC,Medical,0.33,3.32,23.31931932,115.1211211,0,1
172,52,13,5,4,4,02/08/2025,180,02/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walsh-Phillips,Electronics,0.22,0.28,16.8998999,80.30630631,5,1
173,53,16,3,1,1,02/08/2025,158,02/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Miller-Torres,Medical,0.37,4.09,22.64264264,141.2132132,4,1
174,53,4,2,4,4,02/08/2025,158,02/08/2025,fulfilled,Fulfilled,Reality,Food,10.62,0.46,0.56,"Moore, Bridges and Donaldson",Food,0.14,1.42,5.365365365,165.4264264,184,1
175,53,43,8,4,4,03/08/2025,158,02/08/2025,fulfilled,Fulfilled,Decision,Medical,23.5,0.43,0.42,Carlson LLC,Medical,0.33,3.32,5.418418418,217.1731732,249,1
176,53,34,4,2,2,03/08/2025,158,02/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
177,53,15,1,5,5,02/08/2025,158,02/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
178,54,21,8,2,2,03/08/2025,36,02/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
179,54,16,8,3,3,04/08/2025,36,02/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Carlson LLC,Medical,0.33,3.32,20.34234234,141.5995996,8,1
180,54,1,9,3,3,03/08/2025,36,02/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Greene Ltd,Hardware,0.12,3.58,5.096096096,190.5425425,172,1
181,54,17,2,3,3,05/08/2025,36,02/08/2025,fulfilled,Fulfilled,How,Food,16.82,0.3,5.4,"Moore, Bridges and Donaldson",Food,0.14,1.42,26.15915916,114.5605606,0,1
182,55,24,1,2,2,02/08/2025,192,02/08/2025,fulfilled,Fulfilled,However,Clothing,24.56,0.23,5.73,Perez PLC,Clothing,0.32,0.25,25.56456456,121.2072072,0,1
183,55,27,2,5,5,02/08/2025,192,02/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,"Moore, Bridges and Donaldson",Food,0.14,1.42,9.665665666,130.7347347,30,1
184,55,45,10,5,5,02/08/2025,192,02/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
185,55,36,7,1,1,02/08/2025,192,02/08/2025,fulfilled,Fulfilled,Always,Food,25.32,0.13,0.48,Bennett Ltd,Food,0.02,1.27,5.623623624,154.1781782,216,1
186,55,31,5,1,1,02/08/2025,192,02/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
187,56,4,7,4,4,02/08/2025,131,02/08/2025,fulfilled,Fulfilled,Reality,Food,10.62,0.46,0.56,Bennett Ltd,Food,0.02,1.27,2.811811812,281.0590591,345,1
188,56,30,1,5,5,04/08/2025,131,02/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Perez PLC,Clothing,0.32,0.25,23.56556557,115.5995996,0,1
189,56,9,6,3,3,03/08/2025,131,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Austin Inc,Clothing,0.12,3.08,23.08508509,98.34334334,2,1
190,56,33,2,4,4,03/08/2025,131,02/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,"Moore, Bridges and Donaldson",Food,0.14,1.42,24.62262262,110.8798799,0,1
191,57,50,8,3,3,02/08/2025,105,02/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Carlson LLC,Medical,0.33,3.32,24.2002002,144.4054054,0,1
192,57,9,6,4,4,02/08/2025,105,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Austin Inc,Clothing,0.12,3.08,23.08508509,98.34334334,2,1
193,58,12,7,5,5,02/08/2025,90,02/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
194,59,3,6,5,5,02/08/2025,49,02/08/2025,fulfilled,Fulfilled,Throw,Clothing,32.17,0.41,4.41,Austin Inc,Clothing,0.12,3.08,23.48048048,120.4314314,1,1
195,60,41,7,5,5,02/08/2025,152,02/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
196,60,44,10,1,1,03/08/2025,152,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walker and Sons,Electronics,0.41,0.14,23.49049049,109.8748749,1,1
197,61,16,3,4,4,02/08/2025,138,02/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Miller-Torres,Medical,0.37,4.09,22.64264264,141.2132132,4,1
198,61,15,1,5,5,04/08/2025,138,02/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
199,61,20,9,4,4,03/08/2025,138,02/08/2025,fulfilled,Fulfilled,Box,Hardware,40.64,0.22,0.47,Greene Ltd,Hardware,0.12,3.58,3.173173173,251.7877878,342,1
200,61,46,3,4,4,04/08/2025,138,02/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Miller-Torres,Medical,0.37,4.09,25.09309309,118.3723724,0,1
201,62,4,7,5,5,02/08/2025,186,02/08/2025,fulfilled,Fulfilled,Reality,Food,10.62,0.46,0.56,Bennett Ltd,Food,0.02,1.27,2.811811812,281.0590591,345,1
202,62,18,3,1,1,02/08/2025,186,02/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Miller-Torres,Medical,0.37,4.09,4.995995996,193.5415415,174,1
203,63,32,2,1,1,04/08/2025,185,02/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,"Moore, Bridges and Donaldson",Food,0.14,1.42,16.66966967,104.6556557,11,1
204,63,12,2,1,1,02/08/2025,185,02/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.63963964,128.1301301,8,1
205,63,35,6,2,2,03/08/2025,185,02/08/2025,fulfilled,Fulfilled,Bit,Clothing,22.95,0.34,2.3,Austin Inc,Clothing,0.12,3.08,12.46546547,146.8618619,29,1
206,63,42,3,1,1,06/08/2025,185,02/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Miller-Torres,Medical,0.37,4.09,22.48048048,94.84084084,0,1
207,63,4,2,1,1,04/08/2025,185,02/08/2025,fulfilled,Fulfilled,Reality,Food,10.62,0.46,0.56,"Moore, Bridges and Donaldson",Food,0.14,1.42,5.365365365,165.4264264,184,1
208,64,27,7,5,5,03/08/2025,137,02/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,Bennett Ltd,Food,0.02,1.27,5.408408408,140.8808809,108,1
209,64,1,9,1,1,02/08/2025,137,02/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Greene Ltd,Hardware,0.12,3.58,5.096096096,190.5425425,172,1
210,64,2,6,2,2,02/08/2025,137,02/08/2025,fulfilled,Fulfilled,Dog,Clothing,9.6,0.2,2.22,Austin Inc,Clothing,0.12,3.08,13.88688689,131.6086086,18,1
211,64,34,4,1,1,02/08/2025,137,02/08/2025,fulfilled,Fulfilled,Usually,Hardware,46.8,0.38,4.17,Young PLC,Hardware,0.45,0.61,24.57757758,122.0750751,0,1
212,64,47,5,2,2,03/08/2025,137,02/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walsh-Phillips,Electronics,0.22,0.28,24.04004004,124.6366366,1,1
213,65,37,10,1,1,02/08/2025,104,02/08/2025,fulfilled,Fulfilled,Style,Electronics,31.47,0.12,1.4,Walker and Sons,Electronics,0.41,0.14,13.28828829,115.2632633,11,1
214,65,16,3,1,1,02/08/2025,104,02/08/2025,fulfilled,Fulfilled,Long,Medical,11.43,0.08,4.5,Miller-Torres,Medical,0.37,4.09,22.64264264,141.2132132,4,1
215,65,45,10,4,4,03/08/2025,104,02/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
216,65,15,6,5,5,02/08/2025,104,02/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Austin Inc,Clothing,0.12,3.08,22.28528529,110.8408408,2,1
217,66,6,7,3,3,03/08/2025,3,02/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,Bennett Ltd,Food,0.02,1.27,20.94394394,93.6966967,7,1
218,66,32,2,5,5,03/08/2025,3,02/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,"Moore, Bridges and Donaldson",Food,0.14,1.42,16.66966967,104.6556557,11,1
219,67,25,1,1,1,03/08/2025,62,02/08/2025,fulfilled,Fulfilled,Choose,Clothing,48.73,0.38,3.1,Perez PLC,Clothing,0.32,0.25,18.6006006,133.002002,4,1
220,67,44,10,1,1,03/08/2025,62,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walker and Sons,Electronics,0.41,0.14,23.49049049,109.8748749,1,1
221,67,35,1,4,4,03/08/2025,62,02/08/2025,fulfilled,Fulfilled,Bit,Clothing,22.95,0.34,2.3,Perez PLC,Clothing,0.32,0.25,17.60660661,113.4644645,3,1
222,67,22,2,1,1,02/08/2025,62,02/08/2025,fulfilled,Fulfilled,Well,Food,43.74,0.02,4.35,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.26926927,130.8918919,13,1
223,67,49,10,5,5,02/08/2025,62,02/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walker and Sons,Electronics,0.41,0.14,9.322322322,146.2462462,20,1
224,68,32,7,4,4,02/08/2025,70,02/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,Bennett Ltd,Food,0.02,1.27,20.10610611,109.3263263,5,1
225,68,15,1,5,5,03/08/2025,70,02/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
226,68,23,7,1,1,02/08/2025,70,02/08/2025,fulfilled,Fulfilled,Food,Food,38.79,0.39,2.11,Bennett Ltd,Food,0.02,1.27,12.97297297,136.9399399,21,1
227,68,36,7,2,2,03/08/2025,70,02/08/2025,fulfilled,Fulfilled,Always,Food,25.32,0.13,0.48,Bennett Ltd,Food,0.02,1.27,5.623623624,154.1781782,216,1
228,69,46,8,3,3,02/08/2025,40,02/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Carlson LLC,Medical,0.33,3.32,23.31931932,115.1211211,0,1
229,69,41,7,1,1,03/08/2025,40,02/08/2025,fulfilled,Fulfilled,Ready,Food,30.93,0.13,2.89,Bennett Ltd,Food,0.02,1.27,20.73573574,108.8268268,1,1
230,69,10,5,1,1,03/08/2025,40,02/08/2025,fulfilled,Fulfilled,Consider,Electronics,32.41,0.09,4.4,Walsh-Phillips,Electronics,0.22,0.28,23.77377377,143.4924925,0,1
231,69,48,10,4,4,02/08/2025,40,02/08/2025,fulfilled,Fulfilled,Agent,Electronics,34.35,0.27,0.19,Walker and Sons,Electronics,0.41,0.14,0.332332332,884.9449449,851,1
232,70,45,10,3,3,03/08/2025,83,02/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
233,70,13,10,4,4,03/08/2025,83,02/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walker and Sons,Electronics,0.41,0.14,17.34434434,97.03003003,0,1
234,70,31,5,3,3,03/08/2025,83,02/08/2025,fulfilled,Fulfilled,During,Electronics,8.85,0.25,0.51,Walsh-Phillips,Electronics,0.22,0.28,6.142142142,181.1401401,169,1
235,70,21,8,3,3,03/08/2025,83,02/08/2025,fulfilled,Fulfilled,Hard,Medical,31.81,0.24,1.58,Carlson LLC,Medical,0.33,3.32,12.58258258,140.6646647,29,1
236,70,12,7,3,3,02/08/2025,83,02/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,Bennett Ltd,Food,0.02,1.27,21.82182182,114.8738739,6,1
237,71,46,3,4,4,03/08/2025,187,02/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Miller-Torres,Medical,0.37,4.09,25.09309309,118.3723724,0,1
238,71,14,6,2,2,04/08/2025,187,02/08/2025,fulfilled,Fulfilled,Civil,Clothing,7.98,0.46,3.45,Austin Inc,Clothing,0.12,3.08,20.37237237,90.08608609,10,1
239,71,29,10,2,2,03/08/2025,187,02/08/2025,fulfilled,Fulfilled,Know,Electronics,46.81,0.44,5.01,Walker and Sons,Electronics,0.41,0.14,25.12412412,129.6886887,0,1
240,71,19,8,2,2,03/08/2025,187,02/08/2025,fulfilled,Fulfilled,Manage,Medical,9.09,0.03,0.75,Carlson LLC,Medical,0.33,3.32,6.943943944,155.8548549,108,1
241,72,15,1,4,4,03/08/2025,26,02/08/2025,fulfilled,Fulfilled,Republican,Clothing,14.57,0.25,5.32,Perez PLC,Clothing,0.32,0.25,25.68668669,106.5085085,0,1
242,72,33,7,4,4,02/08/2025,26,02/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
243,72,48,10,5,5,03/08/2025,26,02/08/2025,fulfilled,Fulfilled,Agent,Electronics,34.35,0.27,0.19,Walker and Sons,Electronics,0.41,0.14,0.332332332,884.9449449,851,1
244,73,7,1,2,2,03/08/2025,7,02/08/2025,fulfilled,Fulfilled,Left,Clothing,49.33,0.43,5.21,Perez PLC,Clothing,0.32,0.25,20.78478478,170.4314314,12,1
245,73,19,8,3,3,03/08/2025,7,02/08/2025,fulfilled,Fulfilled,Manage,Medical,9.09,0.03,0.75,Carlson LLC,Medical,0.33,3.32,6.943943944,155.8548549,108,1
246,73,27,7,4,4,03/08/2025,7,02/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,Bennett Ltd,Food,0.02,1.27,5.408408408,140.8808809,108,1
247,73,6,2,5,5,03/08/2025,7,02/08/2025,fulfilled,Fulfilled,Risk,Food,13.65,0.04,4,"Moore, Bridges and Donaldson",Food,0.14,1.42,22.82382382,131.2392392,4,1
248,74,44,5,2,2,02/08/2025,88,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walsh-Phillips,Electronics,0.22,0.28,25.94394394,107.3273273,0,1
249,75,36,2,4,4,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Always,Food,25.32,0.13,0.48,"Moore, Bridges and Donaldson",Food,0.14,1.42,4.199199199,260.7717718,314,1
250,75,28,2,2,2,04/08/2025,41,02/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,"Moore, Bridges and Donaldson",Food,0.14,1.42,17.27727728,129.1091091,10,1
251,75,30,6,4,4,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Austin Inc,Clothing,0.12,3.08,24.01701702,140.3783784,0,1
252,76,18,3,5,5,03/08/2025,55,02/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Miller-Torres,Medical,0.37,4.09,4.995995996,193.5415415,174,1
253,76,49,5,5,5,04/08/2025,55,02/08/2025,fulfilled,Fulfilled,Court,Electronics,46.69,0.43,1.08,Walsh-Phillips,Electronics,0.22,0.28,13.5985986,143.8708709,15,1
254,77,40,8,5,5,03/08/2025,91,02/08/2025,fulfilled,Fulfilled,Traditional,Medical,14.64,0.07,5.62,Carlson LLC,Medical,0.33,3.32,25.91891892,119.1801802,0,1
255,77,12,2,2,2,04/08/2025,91,02/08/2025,fulfilled,Fulfilled,Reason,Food,14.88,0.17,4.63,"Moore, Bridges and Donaldson",Food,0.14,1.42,20.63963964,128.1301301,8,1
256,77,44,10,1,1,05/08/2025,91,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walker and Sons,Electronics,0.41,0.14,23.49049049,109.8748749,1,1
257,77,46,3,3,3,04/08/2025,91,02/08/2025,fulfilled,Fulfilled,Face,Medical,13.26,0.24,5.26,Miller-Torres,Medical,0.37,4.09,25.09309309,118.3723724,0,1
258,78,33,7,5,5,03/08/2025,178,02/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
259,78,25,1,5,5,03/08/2025,178,02/08/2025,fulfilled,Fulfilled,Choose,Clothing,48.73,0.38,3.1,Perez PLC,Clothing,0.32,0.25,18.6006006,133.002002,4,1
260,79,33,7,4,4,03/08/2025,99,02/08/2025,fulfilled,Fulfilled,List,Food,12.43,0.27,3.68,Bennett Ltd,Food,0.02,1.27,22.23023023,130.8398398,1,1
261,79,42,8,4,4,03/08/2025,99,02/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Carlson LLC,Medical,0.33,3.32,13.85785786,121.7127127,32,1
262,79,32,2,1,1,03/08/2025,99,02/08/2025,fulfilled,Fulfilled,One,Food,39.46,0.07,2.9,"Moore, Bridges and Donaldson",Food,0.14,1.42,16.66966967,104.6556557,11,1
263,79,27,2,2,2,03/08/2025,99,02/08/2025,fulfilled,Fulfilled,No,Food,13.95,0.19,1.05,"Moore, Bridges and Donaldson",Food,0.14,1.42,9.665665666,130.7347347,30,1
264,79,44,10,1,1,04/08/2025,99,02/08/2025,fulfilled,Fulfilled,Hand,Electronics,7.73,0.37,4.82,Walker and Sons,Electronics,0.41,0.14,23.49049049,109.8748749,1,1
265,80,4,2,2,2,05/08/2025,193,02/08/2025,fulfilled,Fulfilled,Reality,Food,10.62,0.46,0.56,"Moore, Bridges and Donaldson",Food,0.14,1.42,5.365365365,165.4264264,184,1
266,80,18,3,3,3,05/08/2025,193,02/08/2025,fulfilled,Fulfilled,Of,Medical,21.29,0.5,0.92,Miller-Torres,Medical,0.37,4.09,4.995995996,193.5415415,174,1
267,80,42,3,4,4,02/08/2025,193,02/08/2025,fulfilled,Fulfilled,There,Medical,13.57,0.06,2.64,Miller-Torres,Medical,0.37,4.09,22.48048048,94.84084084,0,1
268,80,9,6,2,2,04/08/2025,193,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Austin Inc,Clothing,0.12,3.08,23.08508509,98.34334334,2,1
269,81,30,1,3,3,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Source,Clothing,15.78,0.13,3.45,Perez PLC,Clothing,0.32,0.25,23.56556557,115.5995996,0,1
270,81,1,4,3,3,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Quickly,Hardware,36.42,0.18,1.02,Young PLC,Hardware,0.45,0.61,8.688688689,151.7237237,67,1
271,81,28,2,3,3,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,"Moore, Bridges and Donaldson",Food,0.14,1.42,17.27727728,129.1091091,10,1
272,81,13,10,1,1,03/08/2025,41,02/08/2025,fulfilled,Fulfilled,Serious,Electronics,15.31,0.03,1.96,Walker and Sons,Electronics,0.41,0.14,17.34434434,97.03003003,0,1
273,82,9,1,5,5,03/08/2025,123,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Perez PLC,Clothing,0.32,0.25,24.56656657,141.5555556,2,1
274,83,8,3,4,4,03/08/2025,179,02/08/2025,fulfilled,Fulfilled,Occur,Medical,17.51,0.32,2.25,Miller-Torres,Medical,0.37,4.09,18.85585586,132.3273273,0,1
275,83,28,2,2,2,03/08/2025,179,02/08/2025,fulfilled,Fulfilled,Officer,Food,46.33,0.3,2.98,"Moore, Bridges and Donaldson",Food,0.14,1.42,17.27727728,129.1091091,10,1
276,83,45,10,1,1,03/08/2025,179,02/08/2025,fulfilled,Fulfilled,Paper,Electronics,16.19,0.1,2.75,Walker and Sons,Electronics,0.41,0.14,19.27027027,119.0800801,3,1
277,84,9,1,2,2,02/08/2025,95,02/08/2025,fulfilled,Fulfilled,Various,Clothing,20.99,0.34,4.24,Perez PLC,Clothing,0.32,0.25,24.56656657,141.5555556,2,1
278,84,25,1,5,5,03/08/2025,95,02/08/2025,fulfilled,Fulfilled,Choose,Clothing,48.73,0.38,3.1,Perez PLC,Clothing,0.32,0.25,18.6006006,133.002002,4,1
279,84,50,3,5,5,03/08/2025,95,02/08/2025,fulfilled,Fulfilled,Sell,Medical,26.66,0.43,5.42,Miller-Torres,Medical,0.37,4.09,26.24424424,130.9019019,0,1
280,85,47,5,2,2,03/08/2025,32,02/08/2025,fulfilled,Fulfilled,Now,Electronics,24.94,0.43,3.35,Walsh-Phillips,Electronics,0.22,0.28,24.04004004,124.6366366,1,1
281,85,25,6,1,1,03/08/2025,32,02/08/2025,fulfilled,Fulfilled,Choose,Clothing,48.73,0.38,3.1,Austin Inc,Clothing,0.12,3.08,19.95295295,123.0540541,8,1
